"data","chuva_mm","temperatura_min_c","temperatura_max_c","umidade_relativa_pct","radiacao_mj_m2","vento_m_s"
2017-05-18,0,11.2,22.5,89,10.2,1.9
2017-05-19,20.9,12.4,26.8,82,13.5,1
2017-05-20,2.5,12,21.9,85,10.7,2.1
2017-05-21,15.1,14.6,22.7,83,11.7,1.9
2017-05-22,5.6,13.7,22.2,81,14.1,2.3
2017-05-23,1.4,15.8,22.4,71,14.4,1
2017-05-24,13.5,11,23.2,86,13.7,1.9
2017-05-25,0,15.1,23.3,85,11.7,2.2
2017-05-26,2.7,10.5,27.8,79,11,1.6
2017-05-27,7.8,14.9,22.7,81,10.9,1.9
2017-05-28,8.5,15.5,20.7,99,12.6,0.6
2017-05-29,11.6,16.3,22.6,80,12.1,1.8
2017-05-30,17.2,13.1,26.6,91,13,1.4
2017-05-31,17,12.4,25.5,77,14.3,2.5
2017-06-01,10.6,15.8,21.3,82,14.5,2.1
2017-06-02,12.7,14,23.5,80,13,2.3
2017-06-03,4.7,12.6,28,80,13.6,3.3
2017-06-04,6.8,12.2,27.5,76,14.3,2
2017-06-05,2.7,10.8,24.5,77,14.1,1.4
2017-06-06,7.2,13.4,25.1,78,14.1,1.5
2017-06-07,23.4,13.2,23.9,67,12.4,1.7
2017-06-08,4.3,13.2,26.6,84,14.1,1.2
2017-06-09,6,13.4,22.9,79,13.3,2
2017-06-10,15.4,13.7,23.6,83,15.8,2
2017-06-11,15.4,12.6,25.6,82,15,1.9
2017-06-12,17.2,10.9,28.3,90,16,1.8
2017-06-13,4,15.2,25.1,66,14.8,3.2
2017-06-14,5.1,14.3,22.4,85,13.6,2.8
2017-06-15,0,13.2,24.3,76,13,1.2
2017-06-16,7.5,11.9,24.9,87,14.3,0.9
2017-06-17,7,13.7,26.6,81,12.1,2.5
2017-06-18,15.3,12.1,27,82,11.8,2.3
2017-06-19,0.8,13.6,25.3,80,15.2,1.7
2017-06-20,16.1,14.3,31,71,15.8,2.2
2017-06-21,4,13.7,23.6,69,13.2,1.8
2017-06-22,9.2,13.9,24.9,68,16.6,2.1
2017-06-23,2.5,14.2,28.4,83,11,1.7
2017-06-24,10.4,13.5,26.4,83,14.2,1.1
2017-06-25,0,17.1,26.7,81,15.6,3.2
2017-06-26,0,14.6,23.3,71,13.2,1
2017-06-27,0,12.9,22.8,73,13,1.3
2017-06-28,2,12,25.1,79,15.1,2
2017-06-29,15,15.4,25.8,73,15.4,2.4
2017-06-30,13.5,16.4,27,73,16.7,2.5
2017-07-01,13.6,14.2,22,75,14.5,0.1
2017-07-02,8.7,14.6,26,85,16.3,2.4
2017-07-03,11.9,16.2,26.5,68,14.7,2.6
2017-07-04,3.8,16.2,26.6,73,16.1,1.9
2017-07-05,7.1,14.8,27,71,16.6,2.4
2017-07-06,2.2,13.2,27.6,73,17,4.5
2017-07-07,9.6,13,26.5,87,15.4,1.3
2017-07-08,11.1,16.6,25.8,73,12.6,2.4
2017-07-09,0,15.1,28.7,56,17,1.9
2017-07-10,7.3,12.6,27.3,68,17,1.7
2017-07-11,6.4,13.3,25.4,76,16.6,2
2017-07-12,2,14.6,27.3,67,14.3,1.5
2017-07-13,11.4,15,23.9,89,17.7,1.9
2017-07-14,6.6,15.6,25,72,16,0.9
2017-07-15,0,16.4,27.7,77,17.2,2.1
2017-07-16,1.1,13.3,27.5,66,14.3,2.4
2017-07-17,13.2,16.5,27.9,71,15.6,2.3
2017-07-18,5.1,17,28.1,72,16.7,2.1
2017-07-19,0,16.6,24.8,84,15.7,1.9
2017-07-20,2.9,15.5,28.6,64,13.9,1.5
2017-07-21,12.8,16,29.8,70,18.9,3.2
2017-07-22,0.2,18.2,27.9,78,16.5,2.8
2017-07-23,19.9,15.3,24.3,68,16.7,3.9
2017-07-24,1.3,17.7,29.5,72,16.2,2.4
2017-07-25,0.3,15.9,30.2,72,20.5,3
2017-07-26,1.4,15.4,27.4,64,19.6,2.2
2017-07-27,3.9,17.4,28,71,18.7,2.5
2017-07-28,15.5,17.8,31.7,58,17.1,1.9
2017-07-29,0,15.4,29.8,65,18.4,2.3
2017-07-30,8.6,18,28.8,75,21.6,2.1
2017-07-31,3.5,15,28.6,66,20.1,2.8
2017-08-01,13.9,15.1,29.7,85,15.4,2.6
2017-08-02,0,15.4,26.7,71,18.5,1.9
2017-08-03,9.3,15.6,30.2,69,19.3,1.1
2017-08-04,2.7,17,27.5,79,17.8,2.1
2017-08-05,3.7,16.5,28.8,82,17.1,1.1
2017-08-06,0.7,15,31,69,19.3,2.4
2017-08-07,0,17.4,32.6,70,20.2,2.4
2017-08-08,0,16.5,31.1,64,17,2.1
2017-08-09,0,17.8,29.5,66,17.6,0.9
2017-08-10,0,17.6,29.7,67,18.2,3
2017-08-11,0,16.5,28.9,74,19.4,2.1
2017-08-12,13.4,14.5,31.8,82,19.8,1.7
2017-08-13,0,17.9,30.2,69,19.8,1.7
2017-08-14,7.6,17.6,29.4,70,17.2,3.8
2017-08-15,5.1,15.1,27.9,61,19.1,2.2
2017-08-16,1.5,19,32.8,69,20.9,3.3
2017-08-17,0,16,30.5,68,17.9,2.8
2017-08-18,2.4,16.5,27.4,68,20.8,2
2017-08-19,0,15.7,27.3,72,20.9,2.2
2017-08-20,0,17.3,29.5,80,18.5,2.8
2017-08-21,1.6,16.3,28,66,19,1.1
2017-08-22,3.1,18.8,31.4,71,20.8,2.1
2017-08-23,0,17.4,32.9,78,19.1,3.4
2017-08-24,2.8,16.5,28.5,85,19.9,2.9
2017-08-25,0,17.7,29.6,63,19.4,2.4
2017-08-26,6.1,20,31.4,72,21.2,3.7
2017-08-27,0,17.8,30,71,21,1.5
2017-08-28,0,18.1,30.2,76,18.4,0.9
2017-08-29,4.3,18.4,31,73,19.5,1.8
2017-08-30,0,16.8,34,67,19.6,2.6
2017-08-31,6.2,15.9,29.2,72,19.5,2
2017-09-01,0,16.7,30.2,61,19.2,2.3
2017-09-02,0,19.1,28.2,63,17.1,0.7
2017-09-03,5.5,17.6,30.6,68,20.8,3.4
2017-09-04,6.1,15.5,28.9,64,20.9,2.8
2017-09-05,3,18.4,30.2,72,19,2.4
2017-09-06,0,17.2,31,64,19.8,2.9
2017-09-07,1,15.9,28.6,58,22.5,1.8
2017-09-08,0,17.1,32.5,68,22.2,1.8
2017-09-09,3.5,16.6,30.2,62,18.8,1.9
2017-09-10,0,19,28,64,20.2,3.1
2017-09-11,4,18.4,31.9,53,21.5,2.2
2017-09-12,0,17.3,34.2,70,20.8,2.6
2017-09-13,12.2,19.1,31.4,76,18.6,1.7
2017-09-14,11,19.1,32.4,67,20.1,2.7
2017-09-15,2.6,14.5,31.3,78,20.3,2.7
2017-09-16,6,17.3,30.5,76,21.1,1.1
2017-09-17,0,17.2,30.2,64,20.3,3
2017-09-18,4.1,19.2,30.9,61,20.5,1.8
2017-09-19,0.5,16.6,29.3,67,21.8,2
2017-09-20,0,17.1,32.4,60,21.9,0.1
2017-09-21,4,16.5,35.7,67,23.8,1.9
2017-09-22,0,17.8,30.7,72,21.7,1.1
2017-09-23,5.4,19.8,30.8,60,19.2,1
2017-09-24,5.9,19.2,31.4,60,22.2,0.8
2017-09-25,0,17.9,34.6,57,18.8,2.1
2017-09-26,0,18.8,28,65,22,1.1
2017-09-27,0,18.1,29.3,68,21.6,1.2
2017-09-28,0,19.3,33.9,56,21.1,1.9
2017-09-29,0,19.9,28,67,21.2,2.9
2017-09-30,9.7,16.7,30,75,21.1,1.1
2017-10-01,0,17,30.7,55,19.1,1.6
2017-10-02,0,17.7,30.9,72,19.8,3
2017-10-03,1,18.8,34.3,63,18.6,2.8
2017-10-04,0,18.5,35,66,19.4,2.5
2017-10-05,2.6,18,32.8,71,19.9,1.1
2017-10-06,0.4,16.5,31.5,70,20.7,2.2
2017-10-07,10.9,18,30.4,61,21.7,1.5
2017-10-08,0,18.6,30.1,61,22.7,1.6
2017-10-09,0,19.3,27.7,71,20.8,3.3
2017-10-10,4,16.6,33.7,65,23.2,4.1
2017-10-11,0,18,32.2,65,21.2,1.6
2017-10-12,0,17.1,31.6,73,22,1.7
2017-10-13,0,19.5,30.3,58,20.5,1.2
2017-10-14,0,18.4,27.6,68,22.7,2
2017-10-15,0,18.5,30.2,61,19.4,2.1
2017-10-16,1.1,17.8,31,62,22.6,1.7
2017-10-17,0,20.1,31.5,59,19.3,2.2
2017-10-18,3.5,19.2,35.2,64,20.6,1.3
2017-10-19,0,20.2,30.8,62,18.2,1.7
2017-10-20,6.7,15.3,33.6,69,19.7,2.7
2017-10-21,1.1,16.2,35.1,63,19.6,3
2017-10-22,0,17.3,35.1,70,20.8,2.5
2017-10-23,0,18.4,31.9,69,22,2.1
2017-10-24,0,17.5,32.8,68,19.1,3.1
2017-10-25,7.9,20.1,30.9,67,20,2
2017-10-26,0,17,33.2,72,21.1,1.4
2017-10-27,0,16.7,31.5,67,17.8,1.8
2017-10-28,0,17.3,32,60,20.8,1.5
2017-10-29,0,19.4,31.8,65,17.8,3
2017-10-30,0,17.1,34.5,74,18.7,0.9
2017-10-31,0.8,21.3,33.4,67,23.1,1.6
2017-11-01,0,17.9,30.8,69,22.2,2.9
2017-11-02,1.8,18.6,31.5,66,21.1,1.6
2017-11-03,0,18.5,30.7,66,22.1,2.5
2017-11-04,5.9,18.8,31.8,61,20.8,2.2
2017-11-05,1.6,17.9,34,62,20.1,3.6
2017-11-06,0,21,28.2,57,20.4,2.3
2017-11-07,6.1,17.2,29.4,70,21.7,2.1
2017-11-08,0,17.2,34.7,66,19.3,2.7
2017-11-09,4,17.2,31.2,58,18.2,2
2017-11-10,0,17.2,31.3,53,18,1.6
2017-11-11,0.5,18.3,35.1,63,21.8,1.2
2017-11-12,3.3,18.2,34.9,64,21,0.1
2017-11-13,2,14.9,32.7,58,21.6,2.3
2017-11-14,0,16.3,29.5,61,20,1.6
2017-11-15,1.9,19.9,31,74,19.4,2.1
2017-11-16,0,17.5,27.2,53,20.9,3.2
2017-11-17,0,17.4,29,52,20.5,1.4
2017-11-18,0,17.3,31.8,53,17,3.2
2017-11-19,1.9,18.5,26.7,63,19.5,2.8
2017-11-20,0,17.4,32.3,63,20.1,2.4
2017-11-21,0,17.9,31.4,69,18.3,1.5
2017-11-22,0,17.5,31.2,68,19.1,1.9
2017-11-23,0,18.9,30.6,64,21.4,2.7
2017-11-24,0,17.3,31.1,75,18.8,2.6
2017-11-25,0,17.5,25.8,65,19.3,2.3
2017-11-26,0,16.3,29.4,67,19,1.6
2017-11-27,7.7,18.3,32.8,58,17.4,3.2
2017-11-28,0,16.5,30.8,70,17.2,3.1
2017-11-29,3,18,31.9,57,18.2,3.3
2017-11-30,0.1,16,33.8,68,18.4,2.7
2017-12-01,0,17,28,62,20.6,1.9
2017-12-02,1.9,16.3,28.1,66,20.3,2.2
2017-12-03,0.1,17.5,27.7,67,16.6,2.9
2017-12-04,0,19.4,32.2,70,18.3,2.9
2017-12-05,0,16.8,31,62,19.2,3.1
2017-12-06,2.1,14,28.3,74,18.3,3.5
2017-12-07,2.5,16.8,29.1,66,18.4,2.6
2017-12-08,0,16.6,29.3,67,17,3.2
2017-12-09,2.6,18.6,29.5,61,19.2,2.4
2017-12-10,0,16.1,32.4,65,17.9,1.4
2017-12-11,1.7,15.5,28.5,71,18.8,2.1
2017-12-12,13.3,17.5,29.1,63,16.2,0.9
2017-12-13,0,15.6,28.7,65,16.4,3.3
2017-12-14,0,17.4,29.4,69,17.8,0.9
2017-12-15,7.1,16.4,31.2,78,19,1.4
2017-12-16,0,15.9,25.8,78,16.9,1.2
2017-12-17,3.3,14.2,32.5,68,17.7,3.4
2017-12-18,7,16.7,28.9,73,17.8,2.7
2017-12-19,3.9,13.8,30.3,78,18.8,2.2
2017-12-20,0,14.1,31.9,62,18.1,1.2
2017-12-21,2.7,14.8,27.6,66,16.6,1.3
2017-12-22,6.9,16.5,28.9,69,18.2,2.3
2017-12-23,9.1,15.7,27.5,75,14.7,1.7
2017-12-24,3.5,17.5,25.4,64,17.4,2.1
2017-12-25,0,15.1,28.5,61,17,2.1
2017-12-26,6.3,16,26,67,14.5,3.2
2017-12-27,8.4,14.9,28.4,60,16.8,1.8
2017-12-28,1,14.9,29.2,67,15.8,0.4
2017-12-29,0,14.6,30.2,73,15.6,2.1
2017-12-30,0,13.8,27.1,77,13.5,0.8
2017-12-31,0.9,14,25.6,61,15.5,3.4
2018-01-01,0.6,14.7,25.6,79,15.7,2.7
2018-01-02,0,15,26.6,82,14.1,1.2
2018-01-03,3.5,16.3,26.8,70,17.1,3.3
2018-01-04,0,16.5,25.1,62,17.9,2.2
2018-01-05,0.6,13.9,28.7,71,18.2,0.1
2018-01-06,7,15.8,25.1,69,15.3,2.2
2018-01-07,0.3,14.4,26.9,65,13.6,1.8
2018-01-08,0,16.2,27,73,16.5,2.2
2018-01-09,0,16.8,27.5,69,14.8,0.4
2018-01-10,0,15.3,28.8,67,17.8,2
2018-01-11,0,13.9,26,75,13.3,2.8
2018-01-12,7.3,11.7,27.3,77,16.2,2.2
2018-01-13,0,17,25.9,65,13.4,2
2018-01-14,13,15.5,27.3,72,17.1,2.2
2018-01-15,4.3,14.6,27.5,66,13.5,2.2
2018-01-16,8.2,15.7,27.1,65,13.2,1.9
2018-01-17,0,13.2,25.7,77,16.6,3.1
2018-01-18,0,13.9,28.8,76,15,2.2
2018-01-19,3.6,14.4,25,66,13.6,1.8
2018-01-20,0.2,11.7,23.1,87,15.8,3.6
2018-01-21,10,14.8,28.1,73,11.3,1.6
2018-01-22,10.3,15.2,22.5,74,13.1,1.9
2018-01-23,2.7,13.7,27.1,78,12.9,1.1
2018-01-24,8.6,14.7,24.8,81,11.8,1.8
2018-01-25,12.2,15.4,28.1,79,15.4,2.1
2018-01-26,4.8,13.7,26.8,71,11.1,1.7
2018-01-27,5.9,13.6,24.3,68,15.3,1.6
2018-01-28,10.6,13.1,27.8,74,13.8,1.1
2018-01-29,0,13,26.4,78,14.8,3.4
2018-01-30,0,12.2,24,78,13.3,2.2
2018-01-31,0,14.1,25.8,83,15,2.6
2018-02-01,0,13.6,21.9,70,11.3,2.7
2018-02-02,3,13.9,25.2,72,13.9,4.1
2018-02-03,2.8,13.4,18.1,74,13.3,2.4
2018-02-04,6.3,12,27.5,76,12.8,3
2018-02-05,6.1,14.2,24.6,81,12.2,1.5
2018-02-06,0,13.4,23.8,76,12.9,1.8
2018-02-07,14.7,11.9,26,74,14.2,1.8
2018-02-08,9.8,13,23.5,81,15.1,2.1
2018-02-09,1.6,11.6,22.6,85,12,3.1
2018-02-10,5.7,13.7,25.3,74,10.8,1.8
2018-02-11,12.6,13.3,26,86,12.6,2.7
2018-02-12,21.6,14.2,27.1,74,11.7,2.6
2018-02-13,10,12,25.9,72,12.6,1.6
2018-02-14,0,12.2,23.7,74,10.9,1.5
2018-02-15,12.3,14.3,25.5,71,11.7,2.3
2018-02-16,5.2,13.9,23.6,86,12.1,2.2
2018-02-17,2.5,11.9,21.7,73,13.5,2.2
2018-02-18,10.9,14.1,24.6,82,11.5,2.7
2018-02-19,0,13.5,22.1,77,13.7,3.2
2018-02-20,7,13.8,24.6,67,13.1,1.8
2018-02-21,1.8,16.6,24.8,82,10.1,1.1
2018-02-22,0,11,23.4,74,9.5,2.2
2018-02-23,1.9,13.3,22,84,13.1,1.8
2018-02-24,7.9,13.6,22.7,87,12.3,0.1
2018-02-25,16.1,13.7,22.6,79,11.1,2.3
2018-02-26,3.5,12.7,24.7,79,13,1.5
2018-02-27,4.5,12,24.6,84,12,0.9
2018-02-28,16.6,13.2,24.7,95,11.9,1.2
2018-03-01,12.9,12.6,21.6,83,8.7,1.4
2018-03-02,11.7,13.2,26.3,82,10.5,2.1
2018-03-03,18.4,13.3,25.6,79,12.5,2.5
2018-03-04,5.6,11.9,23.7,78,8.8,1.7
2018-03-05,6,9.7,20.2,84,12.1,3.2
2018-03-06,14.1,14.7,23,83,10.9,2.5
2018-03-07,8,12.1,20.9,81,12.2,3.5
2018-03-08,11.4,11.4,21.2,84,9.5,1.1
2018-03-09,9.6,13.3,21.9,81,11.3,3.8
2018-03-10,6.6,12.8,24.2,84,15.1,2
2018-03-11,13,12,24.8,76,13.1,1.4
2018-03-12,10.6,12.6,23.4,87,11.5,2.6
2018-03-13,4.8,12.3,21.9,78,11.1,1
2018-03-14,5.1,14,21.5,82,10,1.9
2018-03-15,1,15.9,23.2,92,12.4,2.4
2018-03-16,11.1,11.3,21.7,73,9.7,3.4
2018-03-17,3.5,12.5,20.2,80,12.9,1.9
2018-03-18,20.4,10.2,22.2,90,9.9,1.2
2018-03-19,12,14.9,22,81,10,2.4
2018-03-20,9.1,13.2,22.4,83,14.2,2
2018-03-21,3.6,12.2,24.7,92,10.1,2.1
2018-03-22,17.5,11.4,19.8,84,10,2.5
2018-03-23,10.9,12,22.3,77,12.3,1.1
2018-03-24,2.3,13.3,22.1,88,12.2,2.8
2018-03-25,7.2,10,23.7,78,10.7,1.4
2018-03-26,5.7,12.9,22.4,79,13.3,2.4
2018-03-27,15.2,11.2,23.8,79,13.2,0.5
2018-03-28,14.9,11.2,25.1,86,12.2,2.5
2018-03-29,13.2,10.8,22.9,80,10.4,1.3
2018-03-30,11.5,11.8,22.9,90,11.6,2.2
2018-03-31,16.8,9.4,22.9,98,9.9,1
2018-04-01,12.3,10.9,19.9,78,13.1,1.9
2018-04-02,6.9,11.7,24.1,87,10.9,1.6
2018-04-03,18.9,11.7,21.1,87,13.7,2.7
2018-04-04,12.1,11.7,18.6,95,12.1,1.3
2018-04-05,20.3,11.9,22.2,79,9.2,2.6
2018-04-06,7.5,14.3,23,76,11.7,1.5
2018-04-07,9,12.8,19.4,93,9.5,3.2
2018-04-08,3.5,12.5,19.5,84,9.6,0.1
2018-04-09,10.1,13.6,24.5,85,7.7,2.4
2018-04-10,11.5,13.5,23.4,83,10.6,2.2
2018-04-11,10.6,10,18.5,83,10.3,1.6
2018-04-12,3.1,11.7,25.4,91,16.9,0.9
2018-04-13,14.2,12.9,20.8,80,12.9,3.4
2018-04-14,7.7,9.6,20.8,86,11.7,1.5
2018-04-15,6,12,22.2,80,10.5,1.4
2018-04-16,3.7,12.6,21.1,91,10.3,1.5
2018-04-17,19.1,8.5,21.4,82,7.3,1.1
2018-04-18,8.1,12.2,24.6,83,9.7,1.4
2018-04-19,9.2,10.5,24.5,88,11.4,2.8
2018-04-20,7.5,10.8,21.7,87,9.3,2.3
2018-04-21,16.2,12.6,20.7,85,11.7,3.1
2018-04-22,10.7,13.1,20.6,78,11.4,3.6
2018-04-23,5.2,13.1,18.8,74,11.4,2.2
2018-04-24,11.3,10.8,23,82,11,2.9
2018-04-25,0,9.3,22.1,86,10.9,3.7
2018-04-26,9,10.8,21.2,88,9.3,2
2018-04-27,15.5,13.7,23.9,72,13.1,2
2018-04-28,3.8,12.9,23.4,81,13.8,2
2018-04-29,14.1,10.7,21.6,84,12.1,1.9
2018-04-30,13.6,11.4,22.5,68,11,3.9
2018-05-01,0,14.5,22.4,92,11,3
2018-05-02,13.6,11.9,21.4,77,9.2,2.1
2018-05-03,9.7,14.1,25.1,83,11.9,1.8
2018-05-04,12.7,11.1,25.9,90,10.4,3.6
2018-05-05,11.8,12.1,21.2,82,10.1,0.9
2018-05-06,6.4,11.1,24.3,84,11.9,3.1
2018-05-07,9.6,14.5,22.8,85,10.1,1.3
2018-05-08,6.5,11.4,22.5,88,11.6,1.7
2018-05-09,12.6,11.2,19,80,12,3.1
2018-05-10,2.7,12.3,20.4,88,11.2,0.9
2018-05-11,16.6,12.8,18.8,78,9.5,2.9
2018-05-12,17,13.6,21.6,91,12.1,2.7
2018-05-13,15.1,11.5,28.1,76,11.4,3.6
2018-05-14,8.7,12.3,23.2,82,13,1
2018-05-15,14.2,13.8,25.1,81,12.1,1.3
2018-05-16,13.5,13,24.9,88,11.2,1.7
2018-05-17,23,14.9,23.2,85,12.8,2.6
2018-05-18,0,11.7,24.8,83,12.9,1.8
2018-05-19,8.6,12.7,22.9,82,13.6,0.4
2018-05-20,8.9,10.6,21.1,83,9.4,2.1
2018-05-21,14,11.9,22.9,83,11.3,1.4
2018-05-22,16.1,15.9,21.9,77,11.3,2.6
2018-05-23,12.4,14.3,20.7,84,12.9,1.4
2018-05-24,10.8,10.5,22,84,12.3,2.2
2018-05-25,12.3,15.7,26,76,12.3,1.7
2018-05-26,10.4,10.8,23.9,79,12.1,1.9
2018-05-27,10.8,11,25.1,84,16.3,1.3
2018-05-28,9.9,12.8,23.5,85,12.8,1.9
2018-05-29,18.5,12.7,23.5,74,10.4,2.7
2018-05-30,5.3,10.6,23.4,86,14.1,3.5
2018-05-31,9.9,11.6,25.7,68,12.5,2
2018-06-01,3.2,12.6,25.2,82,13.7,1.1
2018-06-02,2.2,12.2,26.8,67,12.7,2.6
2018-06-03,5.7,14.5,24.8,82,14.2,2.2
2018-06-04,0,12,21.9,76,11.3,1.1
2018-06-05,9.2,15,25.9,81,13.8,2.2
2018-06-06,5.9,13.8,25.1,86,13.2,1.5
2018-06-07,0,14.3,22.4,90,12,0.1
2018-06-08,12.4,11.1,23.8,76,14.3,2.4
2018-06-09,9.4,14,22.5,69,13.6,1.9
2018-06-10,10.2,13.6,22.2,82,15.7,1.2
2018-06-11,6.9,13.6,24.2,77,15.8,2.3
2018-06-12,4.6,11.6,28.1,80,13.9,2.7
2018-06-13,19.5,13.7,24.2,91,16,0.9
2018-06-14,4.3,10.7,23.9,85,14,1.1
2018-06-15,0.6,12.9,25.1,76,13.9,1.5
2018-06-16,3.1,14.7,24.1,85,15.6,3.1
2018-06-17,6.9,13.2,27.1,79,17.3,3
2018-06-18,10.9,17.3,23.3,84,13.8,3.1
2018-06-19,18.4,13.1,24.8,74,16.4,1
2018-06-20,9.4,13.5,25.1,81,14.3,2.5
2018-06-21,4.5,14.5,24.3,82,14.6,2.4
2018-06-22,9.6,14.7,25.9,83,15.4,1.6
2018-06-23,13.1,10.5,27.8,80,14.4,1.6
2018-06-24,8,17.7,23,79,14,2.3
2018-06-25,2.4,13.9,26.4,87,16.9,3
2018-06-26,0,14.7,26.3,78,14.8,2.5
2018-06-27,10.9,13.9,25.3,76,15.8,0.6
2018-06-28,12.9,15,27.9,69,11.8,2.1
2018-06-29,3.8,14.1,31.6,70,15.5,1.9
2018-06-30,13.3,15,26.9,84,12.3,2.8
2018-07-01,4.5,16.8,24.7,84,18.2,2
2018-07-02,8,12,26.6,84,15.2,2.2
2018-07-03,3,17.6,26.6,73,16.1,1.1
2018-07-04,6.7,16.8,22.4,82,15.7,2.5
2018-07-05,7.9,15.6,25.6,71,14.6,1.1
2018-07-06,0,13.3,25.9,74,14.8,2.3
2018-07-07,2.1,12.2,29.5,70,16,2.2
2018-07-08,6.2,14.9,26.5,73,19.2,0.9
2018-07-09,0,15.2,24.9,84,15.4,1.8
2018-07-10,2.2,15.7,25.8,78,18.3,3.2
2018-07-11,4.4,13.8,27.6,70,17.3,2.4
2018-07-12,3.6,14.3,28.7,73,12.6,2.5
2018-07-13,0.9,14.2,29.5,82,15.4,0.9
2018-07-14,10.5,12.8,24.5,76,15,2.3
2018-07-15,7,13.2,25.6,75,18.9,1.3
2018-07-16,4.2,16.5,26.4,79,18.2,1.7
2018-07-17,11,16.3,28.8,78,18.3,1.9
2018-07-18,0,13.1,26.2,77,16.7,2.5
2018-07-19,0,13.3,28.2,61,19.5,3.1
2018-07-20,1.2,14.9,27.1,79,15.9,1.6
2018-07-21,10.6,15.7,29,73,16.1,3
2018-07-22,1.5,16.4,25.6,66,16,2.4
2018-07-23,7.1,14.5,25.8,74,19.2,2.1
2018-07-24,0,12.6,33.2,72,19,2.3
2018-07-25,10.5,13.6,27.4,75,19,2.1
2018-07-26,7.5,15.7,25.7,71,18.5,1.1
2018-07-27,0,15.1,30.2,71,20.5,0.9
2018-07-28,9.6,17.2,27.8,73,16.6,1.7
2018-07-29,0.4,12.6,28.2,71,17.2,1.6
2018-07-30,2.1,14.6,28.2,72,16.5,2.6
2018-07-31,0,15.1,28.6,83,18.6,3.1
2018-08-01,14.3,16,27,69,20.6,2.3
2018-08-02,0,17.1,33,81,19.4,1.2
2018-08-03,7.4,16.2,33.2,64,15.4,2.2
2018-08-04,2.2,16.1,33.3,66,18.5,3
2018-08-05,0,15.8,30.1,72,19.4,2.4
2018-08-06,0,15,28,73,17.3,2.2
2018-08-07,7.4,15.1,30.6,68,21,3.1
2018-08-08,0,15.7,31.7,58,15.2,2.8
2018-08-09,0,15.1,27.4,71,19.7,1.8
2018-08-10,2.4,16,31.7,64,20.7,1.8
2018-08-11,0,18.1,29.5,69,18.8,2.2
2018-08-12,8.9,15.6,30.8,75,18.5,2.4
2018-08-13,0.8,16.6,27.9,76,20,3
2018-08-14,2.9,15.2,29.5,79,20,1.3
2018-08-15,0,16.5,27.3,72,18.2,1.7
2018-08-16,1.5,14.8,31.6,66,17.6,1.7
2018-08-17,0,16.7,25.4,67,20.9,2.6
2018-08-18,6.1,17.4,30.5,67,19.1,3.8
2018-08-19,2.3,17.6,32.1,75,18.6,0.7
2018-08-20,1.8,17.9,29.7,66,19.8,1.6
2018-08-21,10.2,17.2,30.8,79,19.6,1.8
2018-08-22,0,16.7,33.9,66,15.1,1.4
2018-08-23,0,19.3,29.8,71,19.7,0.2
2018-08-24,0,17.1,30.6,70,24.3,1.5
2018-08-25,5.3,15.9,29.3,64,19.9,3.7
2018-08-26,10.6,18.6,26.8,72,19,3.2
2018-08-27,6,16.9,31.2,68,19.9,1
2018-08-28,0.2,19,28.4,79,20,3.8
2018-08-29,9,17.5,28.6,64,23,0.5
2018-08-30,0,17.2,33.4,69,22.1,3.1
2018-08-31,12,15.6,31.6,71,19.4,2.6
2018-09-01,0,17.8,30.2,66,20.7,1.6
2018-09-02,0,18.6,33.3,66,20,2.8
2018-09-03,4.9,18.6,31.6,61,21.2,2.9
2018-09-04,4.6,17.3,29.3,63,20,2.3
2018-09-05,0,17.7,29.8,56,20,1.4
2018-09-06,1.9,18.6,29.9,64,21.7,3.4
2018-09-07,5.9,16.1,28.5,63,21.2,2.8
2018-09-08,1.2,17.9,32.3,67,22.4,2.9
2018-09-09,2.4,17.4,32,66,23.3,3.2
2018-09-10,0,17.3,29.6,65,23.5,1.4
2018-09-11,0,18.8,32.8,68,20.6,1.4
2018-09-12,0,18.2,33.7,59,19.7,1.8
2018-09-13,7.6,17.4,35.4,78,21.2,3
2018-09-14,2.5,14.6,31.1,69,20.4,1.5
2018-09-15,0,16.5,32.5,66,20.7,2.9
2018-09-16,0,18.8,27.8,68,19.1,2.4
2018-09-17,0,17.9,33.8,62,16.7,1.7
2018-09-18,0,17.5,32.2,60,20.6,3.2
2018-09-19,0,19.6,31.4,63,19.4,2.2
2018-09-20,0,18.7,33.2,53,24.1,2.3
2018-09-21,3.3,18.7,29.6,66,21.4,3.2
2018-09-22,1,16.9,31.5,66,20,3.4
2018-09-23,7.5,16.8,29.7,61,18.3,0.5
2018-09-24,3.1,20.5,32.7,67,18.3,0.6
2018-09-25,0,16.3,31,66,22.7,2.8
2018-09-26,0.7,20.1,30.8,68,20,3.2
2018-09-27,8.8,15,33.1,70,21.7,2.3
2018-09-28,0,16.9,29.8,59,20.3,2.4
2018-09-29,0,17.1,34.6,63,22.2,1.8
2018-09-30,0,21.4,32.6,72,21.7,1.3
2018-10-01,6.6,19.6,34.6,70,20.4,0.2
2018-10-02,3.1,18.7,30.8,62,19.2,1.3
2018-10-03,0,17.3,31.8,56,23.1,2.5
2018-10-04,0,17.4,30.4,67,20.5,2.2
2018-10-05,0,16.7,32.5,73,20.8,2.3
2018-10-06,6.7,18.1,29.8,60,21.1,1.6
2018-10-07,0,16,30.8,68,22.7,1.5
