"lancamento_id","data","tipo","categoria","subcategoria","produto_id","quantidade","unidade","valor_unitario","valor_total","canal_venda","atividade","talhao_id","natureza_alocacao","evento_id","observacao"
"L2018_002105",2018-08-08,"despesa","manejo","mao_de_obra",NA,NA,NA,7261.62,7261.62,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_002106",2018-08-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1401.89,1401.89,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2018_000522",2018-08-13,"receita","venda_produto","cafe_verde","CAF_SACA",12,"saca_60kg",768.14,9217.68,"cooperativa","cafeicultura","T19","direto",NA,"venda de safra"
"L2018_000518",2018-08-14,"receita","venda_produto","feira_local","HORTA_AVULSO",19.3,"kg",10.34,199.56,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000519",2018-08-15,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",44.16,397.44,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000520",2018-08-15,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",41.18,288.26,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000521",2018-08-17,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",35.08,385.88,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000524",2018-08-20,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",44.85,493.35,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000526",2018-08-20,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",9,"caixa",54.89,494.01,"feira_e_csa","agrofloresta","T29","direto",NA,""
"L2018_000527",2018-08-20,"receita","venda_produto","cafe_verde","CAF_SACA",20,"saca_60kg",854.02,17080.4,"cooperativa","cafeicultura","T33","direto",NA,"venda de safra"
"L2018_000523",2018-08-23,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",47.5,617.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000525",2018-08-24,"receita","venda_produto","feira_local","HORTA_AVULSO",9.2,"kg",9.67,88.96,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002107",2018-08-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1039.44,1039.44,NA,"geral",NA,"compartilhado",NA,""
"L2018_000529",2018-08-27,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",41.34,620.1,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000531",2018-08-27,"receita","venda_produto","cafe_verde","CAF_SACA",11,"saca_60kg",797.87,8776.57,"cooperativa","cafeicultura","T13","direto",NA,"venda de safra"
"L2018_000532",2018-08-27,"receita","venda_produto","cafe_torrado","CAF_TORRADO",58,"pacote_250g",22.6,1310.8,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2018_000528",2018-08-30,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",48.72,292.32,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000530",2018-08-31,"receita","venda_produto","feira_local","HORTA_AVULSO",8.4,"kg",11.19,94,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000533",2018-09-03,"receita","venda_produto","feira_local","HORTA_AVULSO",23.2,"kg",11.01,255.43,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000535",2018-09-03,"receita","venda_produto","cafe_torrado","CAF_TORRADO",64,"pacote_250g",19.3,1235.2,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2018_000534",2018-09-04,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",38.17,381.7,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002108",2018-09-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5791.52,5791.52,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_000536",2018-09-10,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",44.23,619.22,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000538",2018-09-10,"receita","venda_produto","cafe_torrado","CAF_TORRADO",72,"pacote_250g",17.98,1294.56,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2018_002109",2018-09-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,940.94,940.94,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2018_000537",2018-09-12,"receita","venda_produto","feira_local","HORTA_AVULSO",15.9,"kg",10.6,168.54,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002110",2018-09-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,8077.49,8077.49,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_000542",2018-09-17,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",5,"caixa",52.12,260.6,"feira_e_csa","agrofloresta","T14","direto",NA,""
"L2018_000543",2018-09-17,"receita","venda_produto","cafe_verde","CAF_SACA",23,"saca_60kg",794.6,18275.8,"cooperativa","cafeicultura","T33","direto",NA,"venda de safra"
"L2018_000540",2018-09-18,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",42.15,379.35,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000539",2018-09-19,"receita","venda_produto","feira_local","HORTA_AVULSO",20.3,"kg",8.83,179.25,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000541",2018-09-21,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",39.39,315.12,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000544",2018-09-26,"receita","venda_produto","feira_local","HORTA_AVULSO",24.7,"kg",11.06,273.18,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000545",2018-09-26,"receita","venda_produto","feira_local","HORTA_AVULSO",14.1,"kg",10.81,152.42,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002111",2018-09-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1055.15,1055.15,NA,"geral",NA,"compartilhado",NA,""
"L2018_000546",2018-09-28,"receita","venda_produto","feira_local","HORTA_AVULSO",22,"kg",9.85,216.7,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000550",2018-10-01,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",43.36,173.44,"feira_e_csa","agrofloresta","T36","direto",NA,""
"L2018_000551",2018-10-01,"receita","venda_produto","cafe_torrado","CAF_TORRADO",47,"pacote_250g",19.72,926.84,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2018_000547",2018-10-02,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",43.04,602.56,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000549",2018-10-02,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",42.38,254.28,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000548",2018-10-04,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",38.31,574.65,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000556",2018-10-08,"receita","venda_produto","cafe_verde","CAF_SACA",23,"saca_60kg",717.71,16507.33,"cooperativa","cafeicultura","T11","direto",NA,"venda de safra"
"L2018_002112",2018-10-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5722.67,5722.67,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_000555",2018-10-09,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",37.93,379.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000552",2018-10-10,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",43.48,608.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000553",2018-10-10,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",44.06,264.36,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002113",2018-10-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1419.41,1419.41,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2018_000554",2018-10-12,"receita","venda_produto","feira_local","HORTA_AVULSO",25.8,"kg",11.49,296.44,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000559",2018-10-15,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",10,"caixa",50.03,500.3,"feira_e_csa","agrofloresta","T17","direto",NA,""
"L2018_002114",2018-10-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,9724.69,9724.69,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_000558",2018-10-17,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",51.28,512.8,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000557",2018-10-19,"receita","venda_produto","feira_local","HORTA_AVULSO",27.1,"kg",10.41,282.11,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000563",2018-10-22,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",49.75,199,"feira_e_csa","agrofloresta","T04","direto",NA,""
"L2018_000560",2018-10-23,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",44.78,268.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000561",2018-10-24,"receita","venda_produto","feira_local","HORTA_AVULSO",24.6,"kg",10.71,263.47,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000562",2018-10-24,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",42.9,429,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002115",2018-10-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1078.83,1078.83,NA,"geral",NA,"compartilhado",NA,""
"L2018_000567",2018-10-29,"receita","venda_produto","feira_local","HORTA_AVULSO",16.6,"kg",11.12,184.59,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000565",2018-10-30,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",39.51,553.14,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000566",2018-10-30,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",47.69,667.66,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000564",2018-11-01,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",43.19,561.47,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000568",2018-11-05,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",40.08,360.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000569",2018-11-05,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",48.94,587.28,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000570",2018-11-05,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",39.24,549.36,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000571",2018-11-05,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",48.03,384.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000572",2018-11-05,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",8,"caixa",46.96,375.68,"feira_e_csa","agrofloresta","T31","direto",NA,""
"L2018_002116",2018-11-08,"despesa","manejo","mao_de_obra",NA,NA,NA,6290.07,6290.07,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_002117",2018-11-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1159.51,1159.51,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2018_000575",2018-11-13,"receita","venda_produto","feira_local","HORTA_AVULSO",12.8,"kg",10.23,130.94,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000573",2018-11-14,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",40.5,324,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000576",2018-11-14,"receita","venda_produto","feira_local","HORTA_AVULSO",23.2,"kg",10.83,251.26,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000574",2018-11-16,"receita","venda_produto","feira_local","HORTA_AVULSO",13.7,"kg",10.77,147.55,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000580",2018-11-19,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",43.28,302.96,"feira_e_csa","agrofloresta","T04","direto",NA,""
"L2018_000578",2018-11-21,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",40.59,608.85,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000579",2018-11-22,"receita","venda_produto","feira_local","HORTA_AVULSO",22.9,"kg",8.74,200.15,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000577",2018-11-23,"receita","venda_produto","feira_local","HORTA_AVULSO",14.2,"kg",10.94,155.35,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000582",2018-11-26,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",45.9,229.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000584",2018-11-26,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",10,"caixa",46.85,468.5,"feira_e_csa","agrofloresta","T29","direto",NA,""
"L2018_000585",2018-11-26,"receita","venda_produto","cafe_torrado","CAF_TORRADO",93,"pacote_250g",18.28,1700.04,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2018_002118",2018-11-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,858.05,858.05,NA,"geral",NA,"compartilhado",NA,""
"L2018_000581",2018-11-27,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",42.38,593.32,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000583",2018-11-27,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",53.79,322.74,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000589",2018-12-03,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",43.2,475.2,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000586",2018-12-05,"receita","venda_produto","feira_local","HORTA_AVULSO",27.2,"kg",11.93,324.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000588",2018-12-06,"receita","venda_produto","feira_local","HORTA_AVULSO",22.1,"kg",9.22,203.76,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000587",2018-12-07,"receita","venda_produto","feira_local","HORTA_AVULSO",18.5,"kg",10.94,202.39,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002119",2018-12-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5362.67,5362.67,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2018_000592",2018-12-10,"receita","venda_produto","mudas","MUDA",28,"unidade",13.27,371.56,"viveiro","viveiro",NA,"direto",NA,""
"L2018_000591",2018-12-11,"receita","venda_produto","feira_local","HORTA_AVULSO",25,"kg",10.76,269,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002120",2018-12-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1256.38,1256.38,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2018_000590",2018-12-12,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",42.43,424.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000595",2018-12-17,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",10,"caixa",46.59,465.9,"feira_e_csa","agrofloresta","T17","direto",NA,""
"L2018_000596",2018-12-17,"receita","venda_produto","mel","MEL_POTE",84,"pote_300g",25.98,2182.32,"feira_local","meliponicultura",NA,"direto",NA,""
"L2018_000593",2018-12-18,"receita","venda_produto","feira_local","HORTA_AVULSO",15.2,"kg",9.88,150.18,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000594",2018-12-19,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",39.95,559.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000597",2018-12-24,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",46.91,234.55,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_002121",2018-12-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1001.75,1001.75,NA,"geral",NA,"compartilhado",NA,""
"L2018_000598",2018-12-27,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",48.13,625.69,"feira_e_csa","horta",NA,"direto",NA,""
"L2018_000599",2018-12-31,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",37.84,264.88,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000600",2019-01-02,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",42.44,339.52,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000601",2019-01-04,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",43.06,559.78,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000603",2019-01-07,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",35.48,461.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000606",2019-01-07,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",8,"caixa",49.45,395.6,"feira_e_csa","agrofloresta","T25","direto",NA,""
"L2019_000605",2019-01-08,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",43.54,566.02,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002122",2019-01-08,"despesa","manejo","mao_de_obra",NA,NA,NA,6888.56,6888.56,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000604",2019-01-09,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",44.2,574.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000602",2019-01-11,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",41.87,209.35,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002123",2019-01-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1265.27,1265.27,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2019_000608",2019-01-17,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",39.88,319.04,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000607",2019-01-18,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",42.2,295.4,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000611",2019-01-21,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",46.69,186.76,"feira_e_csa","agrofloresta","T09","direto",NA,""
"L2019_000610",2019-01-23,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",41.55,207.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000609",2019-01-25,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",44.63,357.04,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002124",2019-01-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1171.1,1171.1,NA,"geral",NA,"compartilhado",NA,""
"L2019_000612",2019-01-29,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",41.57,457.27,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000613",2019-02-01,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",43.25,475.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000617",2019-02-04,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",53.98,215.92,"feira_e_csa","agrofloresta","T36","direto",NA,""
"L2019_000614",2019-02-07,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",45.36,408.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000615",2019-02-07,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",43.12,258.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000616",2019-02-07,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",44.91,224.55,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002125",2019-02-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5492.57,5492.57,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000619",2019-02-11,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",43.34,216.7,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002126",2019-02-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1255.33,1255.33,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2019_000618",2019-02-15,"receita","venda_produto","feira_local","HORTA_AVULSO",23.7,"kg",10.46,247.9,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002127",2019-02-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,7948.35,7948.35,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000621",2019-02-18,"receita","venda_produto","feira_local","HORTA_AVULSO",21.6,"kg",9.35,201.96,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000620",2019-02-22,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",39.75,357.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000623",2019-02-25,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",42.45,424.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000622",2019-02-26,"receita","venda_produto","feira_local","HORTA_AVULSO",12.8,"kg",10.27,131.46,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000624",2019-02-26,"receita","venda_produto","feira_local","HORTA_AVULSO",25.5,"kg",10.18,259.59,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002128",2019-02-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,814.04,814.04,NA,"geral",NA,"compartilhado",NA,""
"L2019_000625",2019-02-28,"receita","venda_produto","feira_local","HORTA_AVULSO",27.2,"kg",9.11,247.79,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000630",2019-03-04,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",53.78,376.46,"feira_e_csa","agrofloresta","T17","direto",NA,""
"L2019_000629",2019-03-05,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",41.29,536.77,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000626",2019-03-06,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",41.59,499.08,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000627",2019-03-08,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",41.04,328.32,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000628",2019-03-08,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",47.79,573.48,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002129",2019-03-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5563.58,5563.58,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000631",2019-03-11,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",40.81,326.48,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002130",2019-03-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1519.56,1519.56,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2019_000632",2019-03-12,"receita","venda_produto","feira_local","HORTA_AVULSO",19.6,"kg",11.27,220.89,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000633",2019-03-12,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",35.43,531.45,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000634",2019-03-12,"receita","venda_produto","feira_local","HORTA_AVULSO",16.8,"kg",7.6,127.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002131",2019-03-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,8095.87,8095.87,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000635",2019-03-19,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",40.95,327.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000636",2019-03-20,"receita","venda_produto","feira_local","HORTA_AVULSO",15.2,"kg",11.54,175.41,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000637",2019-03-21,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",40.99,450.89,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000640",2019-03-25,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",50.86,610.32,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000642",2019-03-25,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",6,"caixa",46.87,281.22,"feira_e_csa","agrofloresta","T03","direto",NA,""
"L2019_000639",2019-03-26,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",43.55,348.4,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002132",2019-03-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,999.9,999.9,NA,"geral",NA,"compartilhado",NA,""
"L2019_000641",2019-03-28,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",43.41,520.92,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000638",2019-03-29,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",41.94,335.52,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000645",2019-04-01,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",41.97,461.67,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000644",2019-04-04,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",43.53,217.65,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000643",2019-04-05,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",39.14,587.1,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000647",2019-04-08,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",48.46,629.98,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000648",2019-04-08,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",8,"caixa",58.64,469.12,"feira_e_csa","agrofloresta","T27","direto",NA,""
"L2019_002133",2019-04-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5768.7,5768.7,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2019_000646",2019-04-10,"receita","venda_produto","feira_local","HORTA_AVULSO",21.5,"kg",9.46,203.39,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002134",2019-04-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1331.67,1331.67,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2019_000651",2019-04-15,"receita","venda_produto","mudas","MUDA",38,"unidade",10.27,390.26,"viveiro","viveiro",NA,"direto",NA,""
"L2019_000650",2019-04-18,"receita","venda_produto","feira_local","HORTA_AVULSO",21.1,"kg",9.3,196.23,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000649",2019-04-19,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",43.86,307.02,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000652",2019-04-24,"receita","venda_produto","feira_local","HORTA_AVULSO",14.9,"kg",12.94,192.81,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000653",2019-04-25,"receita","venda_produto","feira_local","HORTA_AVULSO",16.9,"kg",13.04,220.38,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002135",2019-04-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,707.1,707.1,NA,"geral",NA,"compartilhado",NA,""
"L2019_000656",2019-04-29,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",6,"caixa",46.69,280.14,"feira_e_csa","agrofloresta","T35","direto",NA,""
"L2019_000654",2019-05-02,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",41.56,415.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000655",2019-05-03,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",38.26,535.64,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_000658",2019-05-08,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",49.11,392.88,"feira_e_csa","horta",NA,"direto",NA,""
"L2019_002136",2019-05-08,"despesa","manejo","mao_de_obra",NA,NA,NA,6935.43,6935.43,NA,"cafeicultura",NA,"compartilhado",NA,""
