"talhao_id","ano_mes","temperatura_min_c","temperatura_max_c","amplitude_termica_c","umidade_relativa_pct","umidade_solo_pct","chuva_mm","sombreamento_pct"
"T06","2022-01",15.7,22.8,7.1,75,28.2,135,34
"T07","2022-01",14,26.5,12.5,60,27.2,135,6
"T08","2022-01",14.5,25.2,10.8,62,30.6,135,10
"T09","2022-01",14.9,25.1,10.2,65,35.8,135,24
"T10","2022-01",15.3,23.9,8.6,67,35.9,135,34
"T11","2022-01",15.6,23.5,7.8,72,38.8,135,41
"T12","2022-01",14,26.7,12.7,54,30.2,135,2
"T13","2022-01",15.7,25.5,9.8,72,38.7,135,17
"T14","2022-01",14.1,23.7,9.6,71,39.9,135,34
"T15","2022-01",14,26.7,12.7,58,30.9,135,3
"T16","2022-01",15.1,24.2,9.2,67,39.4,135,32
"T17","2022-01",15.6,22.1,6.5,77,42,135,53
"T18","2022-01",14.3,25.4,11.1,61,33.4,135,18
"T19","2022-01",14.7,26.3,11.5,69,36.2,135,24
"T20","2022-01",14.4,22.4,8,74,39.2,135,40
"T21","2022-01",15.6,24.5,8.9,80,40.5,135,37
"T22","2022-01",15.1,24.6,9.5,68,38.1,135,27
"T23","2022-01",13.5,25.8,12.3,61,35.2,135,10
"T24","2022-01",14.7,25.2,10.4,69,40,135,30
"T25","2022-01",15.6,23.3,7.7,77,46,135,50
"T26","2022-01",15.7,22.9,7.2,76,46,135,43
"T27","2022-01",15,22.9,7.9,86,46,135,49
"T28","2022-01",14.6,26.4,11.8,69,38,135,2
"T29","2022-01",16,22.6,6.6,81,46,135,50
"T30","2022-01",14.6,25.3,10.7,77,41.3,135,28
"T31","2022-01",16.4,24.1,7.7,76,43.9,135,42
"T32","2022-01",15.9,23,7.2,79,45.3,135,42
"T33","2022-01",16.4,22.6,6.2,81,44.7,135,46
"T34","2022-01",14.9,24.7,9.8,81,43.9,135,27
"T35","2022-01",15.2,24.7,9.6,82,45.4,135,41
"T36","2022-01",15.3,25.4,10.2,73,44.9,135,25
"T01","2022-02",12.2,23.5,11.3,64,37.8,187.5,8
"T02","2022-02",13.1,21.9,8.8,75,44.6,187.5,43
"T03","2022-02",13,21.1,8,69,41.2,187.5,36
"T04","2022-02",13.2,21.5,8.3,73,43.4,187.5,36
"T05","2022-02",12.8,23.2,10.4,65,37.2,187.5,2
"T06","2022-02",13.5,21.9,8.4,66,40.4,187.5,34
"T07","2022-02",12.3,23.9,11.6,71,37.3,187.5,6
"T08","2022-02",13.3,24.3,11.1,64,37.8,187.5,10
"T09","2022-02",13.5,23.6,10.2,63,40.5,187.5,24
"T10","2022-02",12.7,20.9,8.1,76,39.3,187.5,34
"T11","2022-02",13.3,23.3,10,77,42.5,187.5,41
"T12","2022-02",12.4,25.5,13.1,59,38.4,187.5,2
"T13","2022-02",13,24.8,11.8,67,43.6,187.5,17
"T14","2022-02",13.4,21.4,8,78,45.5,187.5,34
"T15","2022-02",13,24.7,11.7,66,39.8,187.5,3
"T16","2022-02",13,23.2,10.3,67,44.5,187.5,32
"T17","2022-02",13.5,20.3,6.8,82,46,187.5,53
"T18","2022-02",13.8,24,10.2,66,44.3,187.5,18
"T19","2022-02",13.2,23.1,9.9,69,41.9,187.5,24
"T20","2022-02",14.1,22.8,8.7,76,43,187.5,40
"T21","2022-02",13.5,22.1,8.6,76,46,187.5,37
"T22","2022-02",12.9,22.5,9.6,76,44.2,187.5,27
"T23","2022-02",12.7,23.6,11,70,40.7,187.5,10
"T24","2022-02",12.3,20.9,8.6,70,46,187.5,30
"T25","2022-02",14.3,20.8,6.5,79,46,187.5,50
"T26","2022-02",14.3,21.6,7.3,89,46,187.5,43
"T27","2022-02",14.3,21.2,6.9,79,46,187.5,49
"T28","2022-02",13.5,24.9,11.4,68,44.4,187.5,2
"T29","2022-02",14,21.4,7.4,79,46,187.5,50
"T30","2022-02",13.8,24.3,10.6,77,46,187.5,28
"T31","2022-02",12.9,22,9,80,46,187.5,42
"T32","2022-02",13.1,20.7,7.6,76,46,187.5,42
"T33","2022-02",14.7,20,5.4,92,46,187.5,46
"T34","2022-02",13.6,22.4,8.8,77,46,187.5,27
"T35","2022-02",13.5,21.7,8.2,84,46,187.5,41
"T36","2022-02",14.2,22.7,8.6,82,46,187.5,25
"T01","2022-03",12.3,20.8,8.5,67,46,265.4,8
"T02","2022-03",11.8,18.7,6.8,77,46,265.4,43
"T03","2022-03",12.9,20.3,7.4,69,46,265.4,36
"T04","2022-03",13.2,19.7,6.5,74,46,265.4,36
"T05","2022-03",11.1,20.8,9.7,69,46,265.4,2
"T06","2022-03",12,20.3,8.2,72,46,265.4,34
"T07","2022-03",11.7,20.6,8.9,69,46,265.4,6
"T08","2022-03",11.4,21.9,10.5,64,46,265.4,10
"T09","2022-03",12.4,19.5,7.1,72,46,265.4,24
"T10","2022-03",12.3,19.4,7.2,72,46,265.4,34
"T11","2022-03",14.1,19.7,5.6,77,46,265.4,41
"T12","2022-03",11,22,11,58,44.6,265.4,2
"T13","2022-03",12.7,21.4,8.7,77,46,265.4,17
"T14","2022-03",13.3,20.3,7,81,46,265.4,34
"T15","2022-03",11.8,23.2,11.3,70,46,265.4,3
"T16","2022-03",12.8,19.9,7,76,46,265.4,32
"T17","2022-03",13.1,18.3,5.2,76,46,265.4,53
"T18","2022-03",12.5,22.3,9.7,74,46,265.4,18
"T19","2022-03",12.4,20.3,7.9,72,46,265.4,24
"T20","2022-03",12.9,18.8,5.9,84,46,265.4,40
"T21","2022-03",13.6,20.1,6.5,79,46,265.4,37
"T22","2022-03",12.5,20.6,8.1,78,46,265.4,27
"T23","2022-03",11.8,22.5,10.7,67,46,265.4,10
"T24","2022-03",12.6,19.9,7.3,80,46,265.4,30
"T25","2022-03",13.5,18.9,5.4,85,46,265.4,50
"T26","2022-03",13.1,19.7,6.6,88,46,265.4,43
"T27","2022-03",13.3,18.5,5.2,86,46,265.4,49
"T28","2022-03",12.3,23.9,11.6,71,46,265.4,2
"T29","2022-03",13.3,18.6,5.3,87,46,265.4,50
"T30","2022-03",11.8,19.6,7.8,81,46,265.4,28
"T31","2022-03",13.4,18.8,5.4,83,46,265.4,42
"T32","2022-03",13.6,20.3,6.7,86,46,265.4,42
"T33","2022-03",13.1,19.4,6.3,88,46,265.4,46
"T34","2022-03",12.6,21.6,9,79,46,265.4,27
"T35","2022-03",13.6,19.1,5.6,87,46,265.4,41
"T36","2022-03",11.9,20.2,8.3,82,46,265.4,25
"T01","2022-04",12.1,20.6,8.5,63,44.1,247.5,8
"T02","2022-04",13.4,19.1,5.7,74,46,247.5,43
"T03","2022-04",12.7,18.6,5.9,76,46,247.5,36
"T04","2022-04",11.7,19.2,7.5,78,46,247.5,36
"T05","2022-04",11.7,22,10.3,74,46,247.5,2
"T06","2022-04",12.6,19.2,6.7,74,46,247.5,34
"T07","2022-04",11.7,21.4,9.7,60,46,247.5,6
"T08","2022-04",11.4,21.3,9.9,66,45.3,247.5,10
"T09","2022-04",11.3,20.6,9.3,71,46,247.5,24
"T10","2022-04",12.2,19.4,7.2,75,46,247.5,34
"T11","2022-04",12.1,19.7,7.6,79,46,247.5,41
"T12","2022-04",12.2,22.8,10.6,70,46,247.5,2
"T13","2022-04",13,21.5,8.6,74,46,247.5,17
"T14","2022-04",11.8,18.6,6.8,79,46,247.5,34
"T15","2022-04",11.4,21.8,10.4,70,45.8,247.5,3
"T16","2022-04",12.5,20.4,7.9,79,46,247.5,32
"T17","2022-04",12.1,19.1,7,83,46,247.5,53
"T18","2022-04",12.2,19.1,6.9,69,46,247.5,18
"T19","2022-04",12.1,20.3,8.2,76,46,247.5,24
"T20","2022-04",12.2,18.6,6.4,83,46,247.5,40
"T21","2022-04",12.3,19.9,7.6,76,46,247.5,37
"T22","2022-04",12.4,19.6,7.3,82,46,247.5,27
"T23","2022-04",12.6,21.3,8.7,71,46,247.5,10
"T24","2022-04",12.7,19.6,6.9,81,46,247.5,30
"T25","2022-04",13.3,19,5.7,86,46,247.5,50
"T26","2022-04",12.5,19.4,7,81,46,247.5,43
"T27","2022-04",12.6,18.6,6,85,46,247.5,49
"T28","2022-04",11.8,22.6,10.7,80,46,247.5,2
"T29","2022-04",12.6,18.9,6.3,84,46,247.5,50
"T30","2022-04",12.5,21.1,8.5,81,46,247.5,28
"T31","2022-04",13,18.8,5.8,91,46,247.5,42
"T32","2022-04",12.4,19.6,7.1,83,46,247.5,42
"T33","2022-04",12.5,18.4,5.9,88,46,247.5,46
"T34","2022-04",12.5,20.1,7.6,78,46,247.5,27
"T35","2022-04",12.7,19.7,7,82,46,247.5,41
"T36","2022-04",12.2,21.6,9.4,80,46,247.5,25
"T01","2022-05",11.6,23,11.5,67,43.4,226.5,8
"T02","2022-05",13.6,20.9,7.3,76,46,226.5,43
"T03","2022-05",13.5,20.3,6.8,79,46,226.5,36
"T04","2022-05",13.9,21.6,7.7,76,46,226.5,36
"T05","2022-05",12.5,23.8,11.2,72,40.7,226.5,2
"T06","2022-05",12.5,19.5,7.1,74,43.3,226.5,34
"T07","2022-05",11.5,23.4,11.9,70,39.8,226.5,6
"T08","2022-05",13.2,23.1,9.8,69,44.1,226.5,10
"T09","2022-05",12.6,21.9,9.3,74,44,226.5,24
"T10","2022-05",12.8,20.7,7.9,73,46,226.5,34
"T11","2022-05",13.5,21,7.5,75,46,226.5,41
"T12","2022-05",12.7,23.6,10.8,65,43,226.5,2
"T13","2022-05",14,23.3,9.3,74,46,226.5,17
"T14","2022-05",13.9,21.8,7.8,79,46,226.5,34
"T15","2022-05",12.9,23.7,10.8,69,43.6,226.5,3
"T16","2022-05",13.2,21.3,8.1,80,46,226.5,32
"T17","2022-05",13.4,19.6,6.2,85,46,226.5,53
"T18","2022-05",13.3,22,8.8,71,46,226.5,18
"T19","2022-05",12.9,21.7,8.8,74,46,226.5,24
"T20","2022-05",13.8,19.9,6.1,77,46,226.5,40
"T21","2022-05",14.5,20.1,5.6,75,46,226.5,37
"T22","2022-05",12.6,22.4,9.8,77,46,226.5,27
"T23","2022-05",13.5,24,10.4,73,46,226.5,10
"T24","2022-05",13.5,21.9,8.4,78,46,226.5,30
"T25","2022-05",14.8,19.4,4.6,91,46,226.5,50
"T26","2022-05",13.9,20.5,6.6,80,46,226.5,43
"T27","2022-05",14.4,21.6,7.2,86,46,226.5,49
"T28","2022-05",13,23.8,10.8,75,46,226.5,2
"T29","2022-05",13.7,18.7,5.1,85,46,226.5,50
"T30","2022-05",13.6,21.3,7.7,84,46,226.5,28
"T31","2022-05",13.7,19.9,6.2,89,46,226.5,42
"T32","2022-05",13.4,21.3,7.9,87,46,226.5,42
"T33","2022-05",14.4,21,6.6,84,46,226.5,46
"T34","2022-05",14.2,21.7,7.5,79,46,226.5,27
"T35","2022-05",13.6,19,5.4,89,46,226.5,41
"T36","2022-05",14,21.5,7.5,79,46,226.5,25
"T01","2022-06",15.2,24.4,9.2,67,42.2,205.9,8
"T02","2022-06",15,23.1,8.1,72,45.1,205.9,43
"T03","2022-06",14.7,23.3,8.6,72,43.8,205.9,36
"T04","2022-06",14.4,21.9,7.6,73,43.2,205.9,36
"T05","2022-06",14.4,25.1,10.7,68,39.8,205.9,2
"T06","2022-06",15.3,21.2,5.9,70,44.3,205.9,34
"T07","2022-06",14.2,24.6,10.4,67,35.9,205.9,6
"T08","2022-06",13.9,24.5,10.6,63,39.9,205.9,10
"T09","2022-06",15.1,24.2,9.1,65,44.5,205.9,24
"T10","2022-06",14.9,21.2,6.3,67,45.6,205.9,34
"T11","2022-06",15.1,19.7,4.6,75,46,205.9,41
"T12","2022-06",14.1,24.4,10.3,63,39.4,205.9,2
"T13","2022-06",15,24.5,9.6,70,45.9,205.9,17
"T14","2022-06",14.7,22.4,7.8,71,46,205.9,34
"T15","2022-06",13.8,26.4,12.7,62,44.9,205.9,3
"T16","2022-06",14.9,23.6,8.7,72,46,205.9,32
"T17","2022-06",15.2,20.7,5.5,75,46,205.9,53
"T18","2022-06",14.6,23,8.4,72,43.5,205.9,18
"T19","2022-06",14.2,23.9,9.6,76,43.3,205.9,24
"T20","2022-06",14.3,21.9,7.6,75,46,205.9,40
"T21","2022-06",15.4,22.4,7.1,76,46,205.9,37
"T22","2022-06",14.8,24,9.2,76,46,205.9,27
"T23","2022-06",14.1,24.2,10.1,68,45.7,205.9,10
"T24","2022-06",14.9,22.7,7.9,74,43.8,205.9,30
"T25","2022-06",15.3,21.9,6.5,83,46,205.9,50
"T26","2022-06",15.5,21.5,6.1,83,46,205.9,43
"T27","2022-06",14.9,21.4,6.4,82,46,205.9,49
"T28","2022-06",15.1,23.2,8.1,72,46,205.9,2
"T29","2022-06",15.1,20.5,5.4,88,46,205.9,50
"T30","2022-06",14.3,24.3,10,75,46,205.9,28
"T31","2022-06",15,22.6,7.6,83,46,205.9,42
"T32","2022-06",15.2,22.3,7.2,83,46,205.9,42
"T33","2022-06",14.9,21.8,6.9,83,46,205.9,46
"T34","2022-06",15.4,23.6,8.2,75,46,205.9,27
"T35","2022-06",16.2,22.8,6.6,75,46,205.9,41
"T36","2022-06",15.2,22.7,7.5,85,46,205.9,25
"T01","2022-07",15.2,27.8,12.6,63,34.5,151.6,8
"T02","2022-07",16.3,23.6,7.3,75,41.5,151.6,43
"T03","2022-07",15.4,22.9,7.6,71,35.7,151.6,36
"T04","2022-07",16.2,25.2,9.1,69,38.7,151.6,36
"T05","2022-07",15.3,27.1,11.8,60,34.9,151.6,2
"T06","2022-07",16.1,25.2,9,66,36.3,151.6,34
"T07","2022-07",15.1,26.3,11.2,61,36.2,151.6,6
"T08","2022-07",16.4,25.4,9,56,35.4,151.6,10
"T09","2022-07",16.7,24.6,7.9,67,36,151.6,24
"T10","2022-07",15.4,24.5,9.1,65,39.2,151.6,34
"T11","2022-07",15.2,25.1,9.9,66,38.8,151.6,41
"T12","2022-07",14.4,27.6,13.2,64,36.3,151.6,2
"T13","2022-07",15.2,25.4,10.2,67,36.8,151.6,17
"T14","2022-07",16.1,25.2,9.2,74,43.5,151.6,34
"T15","2022-07",14.9,27.9,13,69,36.5,151.6,3
"T16","2022-07",15.8,23.7,8,75,40.3,151.6,32
"T17","2022-07",16.8,23.7,7,78,43.6,151.6,53
"T18","2022-07",16.3,25.5,9.2,66,40,151.6,18
"T19","2022-07",16.1,25.7,9.6,64,40,151.6,24
"T20","2022-07",16.1,24.9,8.8,76,41,151.6,40
"T21","2022-07",16.3,24.3,8,73,39.7,151.6,37
"T22","2022-07",15.2,24.8,9.6,74,37.5,151.6,27
"T23","2022-07",15.8,26.1,10.4,69,39.2,151.6,10
"T24","2022-07",16.2,26.5,10.4,72,37.3,151.6,30
"T25","2022-07",16.1,23,6.9,80,46,151.6,50
"T26","2022-07",16.2,23.1,6.9,72,46,151.6,43
"T27","2022-07",16.4,24,7.6,75,46,151.6,49
"T28","2022-07",15,27.7,12.7,68,41.9,151.6,2
"T29","2022-07",17.1,23.6,6.6,80,46,151.6,50
"T30","2022-07",15.8,25.6,9.9,75,42.2,151.6,28
"T31","2022-07",16,24.2,8.2,77,46,151.6,42
"T32","2022-07",16.5,25.2,8.6,76,45.7,151.6,42
"T33","2022-07",16.7,22.7,6,75,46,151.6,46
"T34","2022-07",15.7,25.5,9.7,75,46,151.6,27
"T35","2022-07",16.2,23.7,7.5,80,46,151.6,41
"T36","2022-07",16.1,25.2,9.1,76,43.2,151.6,25
"T01","2022-08",16.6,28.9,12.2,58,29.2,134.9,8
"T02","2022-08",17.4,25.8,8.3,64,31.5,134.9,43
"T03","2022-08",16.7,28,11.3,69,30.9,134.9,36
"T04","2022-08",16.8,26.9,10.1,64,33.9,134.9,36
"T05","2022-08",16.6,29.3,12.7,56,31.1,134.9,2
"T06","2022-08",17.4,26.5,9.1,60,31.9,134.9,34
"T07","2022-08",17.1,28.6,11.5,59,32.7,134.9,6
"T08","2022-08",15.7,29.1,13.4,55,31.3,134.9,10
"T09","2022-08",16.7,28.3,11.6,62,33.1,134.9,24
"T10","2022-08",17.7,27.3,9.6,62,33.7,134.9,34
"T11","2022-08",17,25.2,8.2,68,39,134.9,41
"T12","2022-08",16.6,29.5,12.9,57,31.9,134.9,2
"T13","2022-08",17,28.7,11.7,65,33.6,134.9,17
"T14","2022-08",17.3,26.5,9.2,65,39.8,134.9,34
"T15","2022-08",17,29,12,59,32.9,134.9,3
"T16","2022-08",17.2,27.8,10.7,73,39.4,134.9,32
"T17","2022-08",17.6,24.3,6.7,72,44.6,134.9,53
"T18","2022-08",16.7,27.8,11.1,65,37.3,134.9,18
"T19","2022-08",16.9,27.6,10.7,68,37.3,134.9,24
"T20","2022-08",17.2,25.8,8.7,71,41.1,134.9,40
"T21","2022-08",17.3,25.3,8,71,37.7,134.9,37
"T22","2022-08",17.4,28,10.7,73,36,134.9,27
"T23","2022-08",16.6,27.8,11.2,62,36.3,134.9,10
"T24","2022-08",17.1,27.7,10.5,69,38.8,134.9,30
"T25","2022-08",18.1,25.3,7.2,72,46,134.9,50
"T26","2022-08",19,25.1,6.1,73,44.3,134.9,43
"T27","2022-08",17.6,26,8.5,76,45.4,134.9,49
"T28","2022-08",17.8,28.8,11,63,37.9,134.9,2
"T29","2022-08",18,27,9.1,76,44.5,134.9,50
"T30","2022-08",17.6,28,10.4,75,42.2,134.9,28
"T31","2022-08",17.5,26.4,8.9,73,43.6,134.9,42
"T32","2022-08",18,26.8,8.9,74,43.4,134.9,42
"T33","2022-08",18.8,26.5,7.8,77,42.2,134.9,46
"T34","2022-08",17.5,27.5,10,72,45.4,134.9,27
"T35","2022-08",17.3,25.9,8.7,80,44.4,134.9,41
"T36","2022-08",17.5,28.4,10.8,75,42.6,134.9,25
"T01","2022-09",17.2,30.9,13.7,56,21.5,64.3,8
"T02","2022-09",17.5,28.8,11.3,62,27.6,64.3,43
"T03","2022-09",18.1,29.6,11.5,63,23,64.3,36
"T04","2022-09",17.7,28.4,10.7,60,28.3,64.3,36
"T05","2022-09",16.8,32.3,15.5,55,18,64.3,2
"T06","2022-09",17.8,28.6,10.8,62,25.2,64.3,34
"T07","2022-09",17.5,29.7,12.2,55,22.1,64.3,6
"T08","2022-09",17.8,30.2,12.4,57,26.3,64.3,10
"T09","2022-09",17.7,30.9,13.2,59,23.3,64.3,24
"T10","2022-09",18.4,29.1,10.7,61,26.1,64.3,34
"T11","2022-09",18.5,28.5,10,65,28.1,64.3,41
"T12","2022-09",17.4,30.1,12.7,56,22.1,64.3,2
"T13","2022-09",17.1,30.4,13.4,58,28,64.3,17
"T14","2022-09",18.1,28.6,10.5,56,27.8,64.3,34
"T15","2022-09",17.5,31.1,13.6,60,25.1,64.3,3
"T16","2022-09",18.2,29.9,11.6,72,30.6,64.3,32
"T17","2022-09",18.9,29.3,10.4,64,37.5,64.3,53
"T18","2022-09",19.2,30.6,11.5,63,27.8,64.3,18
"T19","2022-09",18.4,30.4,12,65,30.5,64.3,24
"T20","2022-09",18.5,28.7,10.2,68,30.8,64.3,40
"T21","2022-09",18.2,28.5,10.4,65,27.6,64.3,37
"T22","2022-09",18.5,29,10.4,68,26.5,64.3,27
"T23","2022-09",18.8,30.7,11.9,61,24.5,64.3,10
"T24","2022-09",18.5,28.3,9.8,65,32.2,64.3,30
"T25","2022-09",19.6,28.4,8.8,75,38.7,64.3,50
"T26","2022-09",18.6,28.5,9.8,70,38.7,64.3,43
"T27","2022-09",18.8,27.4,8.6,75,40,64.3,49
"T28","2022-09",18.5,30.6,12.1,63,31.7,64.3,2
"T29","2022-09",19,28.5,9.5,79,35.9,64.3,50
"T30","2022-09",18.1,30.2,12.1,69,34.4,64.3,28
"T31","2022-09",18.1,28.7,10.6,71,40,64.3,42
"T32","2022-09",18.7,29.2,10.5,70,34.6,64.3,42
"T33","2022-09",18.9,27.8,8.9,78,37.3,64.3,46
"T34","2022-09",18.3,29.3,11,70,33.7,64.3,27
"T35","2022-09",18.6,28.9,10.3,71,36.8,64.3,41
"T36","2022-09",18,29.9,12,68,30.8,64.3,25
"T01","2022-10",18.3,30.4,12.1,59,20.9,46.5,8
"T02","2022-10",17.9,28.3,10.4,68,25.6,46.5,43
"T03","2022-10",18.6,29.7,11.2,68,23.2,46.5,36
"T04","2022-10",18.2,29.2,11,57,21.8,46.5,36
"T05","2022-10",18.2,31.9,13.7,52,16.6,46.5,2
"T06","2022-10",18.5,28.8,10.4,58,22.4,46.5,34
"T07","2022-10",17.4,31.4,13.9,56,17.6,46.5,6
"T08","2022-10",18.4,31.6,13.2,55,21.1,46.5,10
"T09","2022-10",18.1,30,12,57,21,46.5,24
"T10","2022-10",17.9,28.1,10.2,55,22.1,46.5,34
"T11","2022-10",18.8,28.7,10,63,26,46.5,41
"T12","2022-10",16.9,32,15.1,52,18.5,46.5,2
"T13","2022-10",18.6,31.7,13.1,61,26.9,46.5,17
"T14","2022-10",18.5,29.9,11.4,64,25.7,46.5,34
"T15","2022-10",18.3,30.8,12.4,51,24.6,46.5,3
"T16","2022-10",18.2,29.2,11,61,29.7,46.5,32
"T17","2022-10",19.2,27.5,8.4,65,29.2,46.5,53
"T18","2022-10",18.5,30,11.5,57,25.9,46.5,18
"T19","2022-10",18.3,28.5,10.2,65,24.3,46.5,24
"T20","2022-10",19.3,28.3,9,63,27.3,46.5,40
"T21","2022-10",18.6,29.1,10.5,67,32.2,46.5,37
"T22","2022-10",18.1,29.2,11.1,63,22.5,46.5,27
"T23","2022-10",18.1,32,13.8,61,22.1,46.5,10
"T24","2022-10",18.8,29.4,10.5,61,24.9,46.5,30
"T25","2022-10",18.6,27.7,9.1,70,36.3,46.5,50
"T26","2022-10",19.9,29.1,9.2,70,34,46.5,43
"T27","2022-10",18.9,28.4,9.5,74,38.6,46.5,49
"T28","2022-10",19,31.2,12.2,64,29.6,46.5,2
"T29","2022-10",18.3,29.1,10.8,73,31.7,46.5,50
"T30","2022-10",18.9,30,11.1,69,32.8,46.5,28
"T31","2022-10",18.9,28.1,9.3,68,30.8,46.5,42
"T32","2022-10",18.8,28.7,9.9,70,29.9,46.5,42
"T33","2022-10",19.8,28.8,9,70,35.1,46.5,46
"T34","2022-10",19,30,10.9,72,28.9,46.5,27
"T35","2022-10",19.1,28.9,9.9,76,37.9,46.5,41
"T36","2022-10",18.6,30.8,12.2,63,34.2,46.5,25
"T01","2022-11",18,31.2,13.3,55,18,51.5,8
"T02","2022-11",19.7,26.9,7.2,67,26.9,51.5,43
"T03","2022-11",18,27.4,9.4,61,22.3,51.5,36
"T04","2022-11",17.9,27.7,9.7,60,25.1,51.5,36
"T05","2022-11",18.3,30.9,12.6,52,22.9,51.5,2
"T06","2022-11",18,28.5,10.4,65,22.1,51.5,34
"T07","2022-11",17.5,30.7,13.2,56,24,51.5,6
"T08","2022-11",17.6,30.4,12.8,56,19.8,51.5,10
"T09","2022-11",17.7,27.6,10,62,25.2,51.5,24
"T10","2022-11",17.7,28.6,11,62,22.3,51.5,34
"T11","2022-11",18.1,27,8.9,63,24.1,51.5,41
"T12","2022-11",17.4,31.1,13.7,51,19.1,51.5,2
"T13","2022-11",17.7,29.1,11.4,56,26.9,51.5,17
"T14","2022-11",17.5,27.5,10,64,24.8,51.5,34
"T15","2022-11",17.1,30.7,13.6,56,23.1,51.5,3
"T16","2022-11",17.9,28.9,11,66,27,51.5,32
"T17","2022-11",18.7,25.6,6.9,68,28.7,51.5,53
"T18","2022-11",17.3,29.9,12.6,66,26.9,51.5,18
"T19","2022-11",18.7,29.2,10.4,63,27.5,51.5,24
"T20","2022-11",18.4,27.9,9.6,69,29.5,51.5,40
"T21","2022-11",17.9,27.4,9.6,65,29.3,51.5,37
"T22","2022-11",18.1,28.9,10.8,59,24.9,51.5,27
"T23","2022-11",18.4,30.6,12.2,57,17.7,51.5,10
"T24","2022-11",19,28.2,9.2,67,25,51.5,30
"T25","2022-11",18.8,26.5,7.7,73,36.1,51.5,50
"T26","2022-11",18.9,28.5,9.6,67,35.1,51.5,43
"T27","2022-11",18.5,27.3,8.8,75,34.4,51.5,49
"T28","2022-11",17.7,31.1,13.4,59,26,51.5,2
"T29","2022-11",18.9,25.7,6.8,81,36.4,51.5,50
"T30","2022-11",18.3,27.6,9.3,68,33.3,51.5,28
"T31","2022-11",18.4,28.4,10,71,34,51.5,42
"T32","2022-11",18.1,27.7,9.6,75,35.3,51.5,42
"T33","2022-11",18.6,27.3,8.6,73,35.9,51.5,46
"T34","2022-11",18.5,27.8,9.2,65,29.7,51.5,27
"T35","2022-11",18.4,27.4,8.9,69,34.6,51.5,41
"T36","2022-11",18.6,30,11.4,71,33.4,51.5,25
"T01","2022-12",15.2,28.6,13.4,56,21.7,80.1,8
"T02","2022-12",16.8,25.1,8.3,64,32.9,80.1,43
"T03","2022-12",16.3,25.3,9,65,27.9,80.1,36
"T04","2022-12",16.7,25.3,8.7,64,27.6,80.1,36
"T05","2022-12",16.5,27.4,10.9,60,27,80.1,2
"T06","2022-12",16.7,25.3,8.6,61,24.1,80.1,34
"T07","2022-12",16.7,27.7,11,58,25.9,80.1,6
"T08","2022-12",16.1,27.7,11.6,60,24.2,80.1,10
"T09","2022-12",17,26.2,9.1,61,25.5,80.1,24
"T10","2022-12",17.6,26.6,9,64,28.8,80.1,34
"T11","2022-12",15.8,25.6,9.8,67,32,80.1,41
"T12","2022-12",15.2,27.4,12.3,61,27.1,80.1,2
"T13","2022-12",16.1,27.3,11.2,75,32.4,80.1,17
"T14","2022-12",17.3,25.1,7.8,75,32.2,80.1,34
"T15","2022-12",15.9,28.8,13,63,29.3,80.1,3
"T16","2022-12",16.8,25.2,8.4,70,33.5,80.1,32
"T17","2022-12",17.9,24,6.1,69,33.3,80.1,53
"T18","2022-12",15.7,27.6,11.9,64,29.9,80.1,18
"T19","2022-12",16.7,26.4,9.7,64,31.8,80.1,24
"T20","2022-12",16.8,25.6,8.8,75,33.3,80.1,40
"T21","2022-12",16.7,25.6,8.9,68,32.3,80.1,37
"T22","2022-12",17.2,26.4,9.3,66,30.8,80.1,27
"T23","2022-12",16.9,28.2,11.4,68,27.5,80.1,10
"T24","2022-12",17.8,26.3,8.5,69,32.8,80.1,30
"T25","2022-12",16.3,24.8,8.5,75,40.7,80.1,50
"T26","2022-12",17.5,26.3,8.8,76,38.4,80.1,43
"T27","2022-12",18.8,25.1,6.3,73,39.4,80.1,49
"T28","2022-12",16.6,30.1,13.5,69,32.8,80.1,2
"T29","2022-12",16,25.1,9,78,39.5,80.1,50
"T30","2022-12",17.6,25.5,7.9,72,35.3,80.1,28
"T31","2022-12",17.2,23.3,6.1,77,37.4,80.1,42
"T32","2022-12",17.7,26.5,8.8,70,41.8,80.1,42
"T33","2022-12",17.9,25.1,7.2,78,39.3,80.1,46
"T34","2022-12",17,26.2,9.1,72,35.5,80.1,27
"T35","2022-12",17.4,26.7,9.3,75,36.9,80.1,41
"T36","2022-12",17.4,27.4,10,72,37.1,80.1,25
"T01","2023-01",15.2,23.8,8.6,64,36.8,159,10
"T02","2023-01",15.4,22.7,7.3,67,39.9,159,48
"T03","2023-01",14.9,23.2,8.3,63,35.5,159,19
"T04","2023-01",14.9,23.9,9,68,39.2,159,31
"T05","2023-01",14,25.4,11.4,62,35.6,159,13
"T06","2023-01",15.2,22.9,7.7,65,34.2,159,24
"T07","2023-01",14.3,24.1,9.9,63,29.5,159,14
"T08","2023-01",13.9,25.5,11.6,61,33.1,159,6
"T09","2023-01",14.7,26,11.2,61,35.8,159,19
"T10","2023-01",14.3,23.1,8.8,66,40.6,159,33
"T11","2023-01",14.4,23.9,9.5,70,38.7,159,25
"T12","2023-01",14.5,25.7,11.2,59,38.5,159,4
"T13","2023-01",15.3,23.7,8.5,68,41.4,159,28
"T14","2023-01",15.2,25.6,10.4,71,40.7,159,21
"T15","2023-01",15.6,26.3,10.7,64,38.1,159,5
