"talhao_id","ano","sistema","idade_cafezal","cultivar","densidade_cafe_ha","densidade_banana_ha","densidade_inga_ha","cobertura_solo_pct","sombreamento_pct","dose_composto_kg_ha","poda_realizada","irrigacao"
"T15",2023,"cafe_solteiro",16,"Catuai Vermelho",4127,0,0,45,5,1898,TRUE,FALSE
"T16",2023,"cafe_inga",21,"Mundo Novo",4132,0,71,59,33,1992,FALSE,FALSE
"T17",2023,"cafe_banana_inga",16,"Catuai Vermelho",4353,331,71,78,45,2206,TRUE,FALSE
"T18",2023,"cafe_solteiro",13,"Mundo Novo",3943,0,0,25,5,1518,TRUE,FALSE
"T19",2023,"cafe_banana",11,"Arara",4207,305,0,50,25,1488,FALSE,FALSE
"T20",2023,"cafe_inga",19,"Catuai Vermelho",4143,0,69,60,36,1918,TRUE,FALSE
"T21",2023,"cafe_inga",21,"Catuai Vermelho",4069,0,70,53,40,1781,TRUE,FALSE
"T22",2023,"cafe_banana",12,"Catuai Vermelho",4395,343,0,57,29,1775,TRUE,FALSE
"T23",2023,"cafe_solteiro",16,"Catuai Vermelho",3986,0,0,32,11,1555,TRUE,FALSE
"T24",2023,"cafe_inga",17,"Catuai Vermelho",4106,0,80,48,24,1945,TRUE,FALSE
"T25",2023,"cafe_banana_inga",12,"Catuai Vermelho",4223,291,84,64,48,2220,TRUE,FALSE
"T26",2023,"cafe_banana_inga",15,"Arara",4270,303,89,66,39,1933,TRUE,FALSE
"T27",2023,"cafe_banana_inga",12,"Catuai Vermelho",3983,283,77,83,48,2209,TRUE,FALSE
"T28",2023,"cafe_solteiro",17,"Arara",3841,0,0,44,16,1605,TRUE,FALSE
"T29",2023,"cafe_banana_inga",19,"Catuai Vermelho",4022,321,65,82,46,1918,FALSE,FALSE
"T30",2023,"cafe_banana",16,"Catuai Vermelho",4152,258,0,68,24,1866,FALSE,FALSE
"T31",2023,"cafe_banana_inga",17,"Arara",3853,321,72,70,53,2032,TRUE,FALSE
"T32",2023,"cafe_inga",15,"Catuai Vermelho",4382,0,73,43,43,1719,TRUE,FALSE
"T33",2023,"cafe_inga",17,"Arara",4249,0,77,61,37,1740,FALSE,FALSE
"T34",2023,"cafe_inga",18,"Mundo Novo",4334,0,65,59,35,1892,TRUE,FALSE
"T35",2023,"cafe_banana_inga",19,"Catuai Vermelho",4368,349,82,73,50,1967,TRUE,FALSE
"T36",2023,"cafe_banana",17,"Mundo Novo",4686,306,0,41,29,1894,FALSE,FALSE
"T01",2024,"cafe_solteiro",18,"Catuai Vermelho",4166,0,0,25,2,1371,TRUE,FALSE
"T02",2024,"cafe_banana_inga",17,"Catuai Vermelho",4352,309,92,77,50,2221,FALSE,FALSE
"T03",2024,"cafe_banana",12,"Catuai Vermelho",4155,267,0,58,19,1649,FALSE,FALSE
"T04",2024,"cafe_banana",19,"Arara",4059,341,0,54,34,2151,TRUE,FALSE
"T05",2024,"cafe_solteiro",21,"Catuai Vermelho",4284,0,0,31,4,2030,FALSE,FALSE
"T06",2024,"cafe_banana",13,"Catuai Vermelho",4022,301,0,59,27,1677,TRUE,FALSE
"T07",2024,"cafe_solteiro",16,"Mundo Novo",4308,0,0,34,14,1369,TRUE,FALSE
"T08",2024,"cafe_solteiro",21,"Catuai Vermelho",3971,0,0,41,13,1188,TRUE,FALSE
"T09",2024,"cafe_banana",20,"Catuai Vermelho",4260,334,0,60,29,1887,TRUE,FALSE
"T10",2024,"cafe_inga",14,"Catuai Vermelho",4423,0,87,66,35,2010,TRUE,FALSE
"T11",2024,"cafe_inga",22,"Mundo Novo",4237,0,64,62,29,2165,TRUE,FALSE
"T12",2024,"cafe_solteiro",18,"Catuai Vermelho",4317,0,0,28,12,1820,TRUE,FALSE
"T13",2024,"cafe_banana",19,"Mundo Novo",4522,255,0,64,21,2167,FALSE,FALSE
"T14",2024,"cafe_banana",21,"Mundo Novo",4268,329,0,59,27,1727,FALSE,FALSE
"T15",2024,"cafe_solteiro",16,"Catuai Vermelho",4159,0,0,34,2,1685,FALSE,FALSE
"T16",2024,"cafe_inga",21,"Catuai Vermelho",4376,0,67,55,28,2213,TRUE,FALSE
"T17",2024,"cafe_banana_inga",14,"Arara",4082,322,89,59,47,1766,TRUE,FALSE
"T18",2024,"cafe_solteiro",14,"Mundo Novo",4317,0,0,41,11,1885,FALSE,FALSE
"T19",2024,"cafe_banana",16,"Catuai Vermelho",4143,330,0,64,18,1702,TRUE,FALSE
"T20",2024,"cafe_inga",19,"Catuai Vermelho",3930,0,82,59,37,2252,TRUE,FALSE
"T21",2024,"cafe_inga",13,"Arara",4269,0,78,68,31,1541,TRUE,FALSE
"T22",2024,"cafe_banana",17,"Arara",4153,327,0,60,31,2016,TRUE,FALSE
"T23",2024,"cafe_solteiro",15,"Mundo Novo",4269,0,0,41,11,1729,TRUE,FALSE
"T24",2024,"cafe_inga",21,"Arara",4080,0,77,70,37,1834,TRUE,FALSE
"T25",2024,"cafe_banana_inga",13,"Catuai Vermelho",4129,308,87,75,52,2497,FALSE,FALSE
"T26",2024,"cafe_banana_inga",17,"Catuai Vermelho",4165,361,77,67,49,2264,TRUE,FALSE
"T27",2024,"cafe_banana_inga",21,"Arara",4002,220,76,70,55,2075,FALSE,FALSE
"T28",2024,"cafe_solteiro",15,"Catuai Vermelho",4245,0,0,35,15,1776,FALSE,FALSE
"T29",2024,"cafe_banana_inga",18,"Catuai Vermelho",4129,287,106,71,49,2225,TRUE,FALSE
"T30",2024,"cafe_banana",13,"Arara",4277,273,0,53,29,1792,FALSE,FALSE
"T31",2024,"cafe_banana_inga",12,"Catuai Vermelho",3986,291,72,82,48,2069,TRUE,FALSE
"T32",2024,"cafe_inga",17,"Mundo Novo",4153,0,74,64,43,1964,TRUE,FALSE
"T33",2024,"cafe_inga",22,"Catuai Vermelho",4298,0,72,48,22,2195,TRUE,FALSE
"T34",2024,"cafe_inga",19,"Catuai Vermelho",4134,0,71,58,29,1987,TRUE,FALSE
"T35",2024,"cafe_banana_inga",17,"Catuai Vermelho",4253,323,54,63,44,1740,TRUE,FALSE
"T36",2024,"cafe_banana",21,"Arara",4130,267,0,66,39,1982,TRUE,FALSE
"T01",2025,"cafe_solteiro",13,"Catuai Vermelho",4199,0,0,26,15,1611,TRUE,FALSE
"T02",2025,"cafe_banana_inga",15,"Mundo Novo",4113,338,90,73,52,2293,TRUE,FALSE
"T03",2025,"cafe_banana",23,"Mundo Novo",4458,212,0,39,20,1601,TRUE,FALSE
"T04",2025,"cafe_banana",16,"Catuai Vermelho",4019,276,0,42,28,2018,TRUE,FALSE
"T05",2025,"cafe_solteiro",22,"Catuai Vermelho",4463,0,0,46,2,1693,TRUE,FALSE
"T06",2025,"cafe_banana",20,"Mundo Novo",4680,306,0,48,25,2074,FALSE,FALSE
"T07",2025,"cafe_solteiro",21,"Catuai Vermelho",4146,0,0,32,13,1852,TRUE,FALSE
"T08",2025,"cafe_solteiro",19,"Catuai Vermelho",4210,0,0,41,8,1456,TRUE,FALSE
"T09",2025,"cafe_banana",19,"Mundo Novo",4119,265,0,54,24,1768,FALSE,FALSE
"T10",2025,"cafe_inga",22,"Arara",3846,0,83,70,42,1887,TRUE,FALSE
"T11",2025,"cafe_inga",15,"Arara",4032,0,80,66,41,2184,TRUE,FALSE
"T12",2025,"cafe_solteiro",18,"Catuai Vermelho",4038,0,0,25,14,1819,TRUE,FALSE
"T13",2025,"cafe_banana",22,"Catuai Vermelho",4238,340,0,48,23,2336,TRUE,FALSE
"T14",2025,"cafe_banana",22,"Catuai Vermelho",4329,288,0,57,28,1880,TRUE,FALSE
"T15",2025,"cafe_solteiro",18,"Catuai Vermelho",4188,0,0,35,6,1739,TRUE,FALSE
"T16",2025,"cafe_inga",13,"Catuai Vermelho",4276,0,75,73,39,1729,TRUE,FALSE
"T17",2025,"cafe_banana_inga",14,"Arara",4304,294,57,86,43,1935,TRUE,FALSE
"T18",2025,"cafe_solteiro",13,"Catuai Vermelho",4489,0,0,36,4,1362,TRUE,FALSE
"T19",2025,"cafe_banana",19,"Catuai Vermelho",4304,369,0,61,24,1598,TRUE,FALSE
"T20",2025,"cafe_inga",21,"Catuai Vermelho",4144,0,64,60,38,2135,TRUE,FALSE
"T21",2025,"cafe_inga",20,"Catuai Vermelho",4013,0,93,58,48,2115,TRUE,FALSE
"T22",2025,"cafe_banana",23,"Arara",3982,288,0,40,33,1877,TRUE,FALSE
"T23",2025,"cafe_solteiro",23,"Arara",4102,0,0,25,5,1497,TRUE,FALSE
"T24",2025,"cafe_inga",15,"Mundo Novo",4341,0,87,66,31,1799,TRUE,FALSE
"T25",2025,"cafe_banana_inga",18,"Catuai Vermelho",4285,311,61,78,49,1919,TRUE,FALSE
"T26",2025,"cafe_banana_inga",13,"Catuai Vermelho",4100,295,66,73,45,1840,TRUE,FALSE
"T27",2025,"cafe_banana_inga",16,"Catuai Vermelho",4170,300,83,75,53,1572,TRUE,FALSE
"T28",2025,"cafe_solteiro",18,"Catuai Vermelho",3843,0,0,27,6,1898,TRUE,FALSE
"T29",2025,"cafe_banana_inga",20,"Catuai Vermelho",4304,339,94,63,50,2058,FALSE,FALSE
"T30",2025,"cafe_banana",18,"Catuai Vermelho",3984,360,0,62,42,1921,FALSE,FALSE
"T31",2025,"cafe_banana_inga",22,"Catuai Vermelho",4342,272,72,77,38,2765,TRUE,FALSE
"T32",2025,"cafe_inga",17,"Arara",4186,0,76,62,36,2002,TRUE,FALSE
"T33",2025,"cafe_inga",22,"Catuai Vermelho",4150,0,113,52,34,2154,FALSE,FALSE
"T34",2025,"cafe_inga",23,"Catuai Vermelho",4036,0,83,65,42,2050,FALSE,FALSE
"T35",2025,"cafe_banana_inga",20,"Mundo Novo",3823,256,69,67,51,2163,TRUE,FALSE
"T36",2025,"cafe_banana",23,"Catuai Vermelho",3996,282,0,81,29,1865,FALSE,FALSE
